|Drug Name|disease_type|drug_outcome|trial_count|trial_actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|min_age|max_age|number_of_facilities|enrollment|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health|gender_ALL|gender_FEMALE|gender_MALE|total_days_since_first_start|avg_days_since_first_start
897|clopidogrel|Coronary Artery Disease|1|9|11.16|1.8928571428571428|5.25|2.5|1|0|1|1|0|18.142857142857142|77.25|9.964285714285714|216.35714285714286|1.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|6092|676.8888888888889
898|clopidogrel|Other Blood Loss/Disorder|1|1||1.0|2.0|4.0|1|0|1|0|0|18.0|99.0|1.0|90.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|772|772.0
899|clopidogrel|Other Heart Disease/Failure|1|5|14.363636363636363|1.0|2.75|3.5652173913043477|1|0|1|1|0|18.130434782608695|75.22727272727273|38.95652173913044|584.1304347826087|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|4764|952.8
900|clopidogrel|Other Infection|1|1||1.0|4.0|3.0|1|0|0|1|0|21.0|80.0|2.0|55.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|440|440.0
901|clopidogrel|Peripheral Arterial Disease|1|1||2.0|4.0|2.0|1|0|0|1|0|18.0|99.0|42.0|203.0|1.0|2.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|665|665.0
902|clopidogrel|Type 1 Diabetes|1|1|9.0|1.0|4.0|2.0|1|0|0|1|0|18.0|74.0|4.0|35.0|0.0|0.0|0.0|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|291|291.0
903|clopidogrel|Type 2 Diabetes|1|1|9.0|1.0|4.0|2.0|1|0|0|1|0|18.0|74.0|4.0|35.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|291|291.0
904|clozapine|Schizophrenia|1|1|92.0|1.0|0.0|2.0|1|0|1|1|0|18.0|60.0|1.0|39.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|2785|2785.0
905|cobiprostone|GERD|0|1|20.0|1.0|3.0|4.0|1|0|0|1|0|40.0|70.0|19.0|121.0|0.0|0.0|0.0|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|624|624.0
906|cobiprostone|Hypertension|0|1|7.0|1.0|0.0|3.0|1|0|1|1|0|18.0|99.0|1.0|9.0|0.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|228|228.0
907|cobiprostone|Osteoarthritis|0|1|20.0|1.0|3.0|4.0|1|0|0|1|0|40.0|70.0|19.0|121.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|624|624.0
908|cobiprostone|Other Skin Related|0|1|13.0|2.0|4.0|2.0|1|0|0|1|0|18.0|99.0|76.0|47.0|0.0|0.0|0.0|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|412|412.0
909|cobiprostone|Pain (nociceptive)|0|1|20.0|1.0|3.0|4.0|1|0|0|1|0|40.0|70.0|19.0|121.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|True|1|1|624|624.0
910|cobiprostone|Rheumatoid Arthritis|0|1|20.0|1.0|3.0|4.0|1|0|0|1|0|40.0|70.0|19.0|121.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|624|624.0
911|cobitolimod|Ulcerative Colitis|0|1||1.0|5.0|5.0|1|0|0|0|0|18.0|99.0|64.0|213.0|0.0|2.0|1.0|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|800|800.0
912|cobomarsen|Lymphoma, Non-Hodgkin's|0|2||1.0|10.857142857142858|1.5714285714285714|1|0|0|1|0|18.0|99.0|28.428571428571427|24.571428571428573|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|559|279.5
913|colesevelam|Gastric|1|1||2.0|1.0|2.0|1|0|1|1|0|18.0|75.0|1.0|30.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|540|540.0
914|corifollitropin alfa|Infertility|1|1|10.0|1.0|2.0|1.0|1|0|1|0|0|18.0|45.0|1.0|51.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|False|320|320.0
915|daclatasvir|HCV|1|4|14.0|3.727272727272727|5.125|2.0|1|1|1|1|0|14.727272727272727|39.27272727272727|2.5454545454545454|39.54545454545455|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2815|703.75
916|dalbavancin|Other Infection|1|2||1.5|8.5|2.0|1|0|1|1|0|18.0|99.0|1.0|40.5|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|637|318.5
917|dalotuzumab|Breast|0|1||1.0|3.0|2.0|1|0|0|0|0|18.0|99.0||80.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|595|595.0
918|dalotuzumab|Lung, Non-Small Cell|0|1||2.0|2.0|4.0|1|0|0|0|0|18.0|99.0||95.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|616|616.0
919|dalotuzumab|Unspecified Solid Tumor|0|2||1.0|2.111111111111111|2.0|1|0|0|0|0|18.0|99.0||49.333333333333336|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|888|444.0
920|danirixin|Chronic Obstructive Pulmonary Disease|0|3||10.666666666666666|22.0|5.0|1|0|1|1|0|40.833333333333336|77.91666666666667|50.75|479.0833333333333|0.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|1|1|1698|566.0
921|dapivirine|HIV|0|2|14.0|3.0|2.0|2.0|1|0|0|0|1|18.0|40.0|6.5|190.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|565|282.5
922|darapladib|Diabetic Complications|0|1|12.0|2.0|5.0|2.0|1|0|0|0|0|18.0|99.0|16.0|54.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|379|379.0
923|darbepoetin alfa|Anemia|1|6|13.142857142857142|1.0476190476190477|3.761904761904762|3.8|1|0|1|1|0|18.095238095238095|97.0|61.73684210526316|158.52380952380952|1.0|2.0|1.0|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1415|235.83333333333334
924|darunavir|HIV|1|6|24.307692307692307|1.0|7.083333333333333|1.75|1|1|1|1|0|13.25|21.454545454545453|15.533333333333333|60.75|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|4163|693.8333333333334
925|dasatinib|Unspecified Cancer|1|2||1.0|5.217391304347826|1.6956521739130435|1|0|0|1|0|18.0|99.0|78.78260869565217|207.82608695652175|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1883|941.5
926|decitabine|Myelodysplastic Syndrome|1|10|61.5|1.2857142857142858|7.5|2.0|1|1|1|1|0|17.928571428571427|90.0|1.8571428571428572|96.53333333333333|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|10005|1000.5
927|deferasirox|Anemia|1|8|57.05882352941177|1.150943396226415|12.69811320754717|2.69811320754717|1|1|1|1|0|8.339622641509434|55.48717948717949|18.28301886792453|151.52830188679246|0.0|0.0|0.0|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|3912|489.0
928|deferasirox|Myelodysplastic Syndrome|1|6|32.75|1.0|12.733333333333333|2.0|1|1|1|1|1|17.466666666666665|76.66666666666667|58.733333333333334|190.26666666666668|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|5695|949.1666666666666
929|deferasirox|Thalassemia|1|4|40.76190476190476|1.8095238095238095|9.095238095238095|2.35|1|1|0|1|0|6.190476190476191|18.0|11.238095238095237|99.0|1.0|2.0|1.0|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2968|742.0
930|deferiprone|Anemia|1|1|39.0|1.0|8.0|1.0|1|0|1|0|0|18.0|85.0|1.0|23.0|0.0|0.0|0.0|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1203|1203.0
931|degarelix|Prostate|1|16|22.1496062992126|1.1007751937984496|6.944|5.265625|1|0|1|1|0|18.34108527131783|80.0|34.35658914728682|226.09302325581396|0.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|7137|446.0625
932|denintuzumab mafodotin|Lymphoma, Non-Hodgkin's|0|2|17.0|2.2|6.6|3.2|1|0|0|1|0|18.0|99.0|32.6|46.8|0.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|918|459.0
933|dersalazine sodium|Ulcerative Colitis|0|1|18.0|1.0|1.0|3.0|1|0|0|0|0|18.0|65.0|22.0|80.0|0.0|1.0|0.0|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|562|562.0
934|desmoteplase|Stroke (neuroprotection)|0|2|33.0|1.6|4.0|3.6|1|0|1|0|0|18.8|85.0|8.2|81.6|1.0|2.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|4552|2276.0
935|dexmedetomidine|Anxiety|1|4|47.5|1.4|4.0|1.8|1|0|1|1|0|18.0|89.0|1.0|25.6|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|5543|1385.75
936|dexmedetomidine|Hypertension|1|1|9.0|4.0|1.0|2.0|1|0|1|0|0|18.0|65.0|1.0|60.0|0.0|2.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|291|291.0
937|dexmedetomidine|Insomnia|1|1||1.0|4.0|3.0|1|0|1|1|0|50.0|99.0|1.0|516.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|1407|1407.0
938|dexmedetomidine|Neurological & Mental Health|1|5|43.0|1.0|5.0|2.142857142857143|1|0|1|1|0|22.857142857142858|99.0|1.0|101.28571428571429|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1|1|6442|1288.4
939|dexmedetomidine|Other Pregnancy Related|1|1||1.0|2.0|3.0|1|0|1|1|1|18.0|65.0|1.0|88.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|True|False|306|306.0
940|dexmedetomidine|Pain (nociceptive)|1|4|12.0|4.0|2.5|2.5|1|1|1|1|0|17.0|49.5|1.0|56.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|True|1|1|2634|658.5
941|dexmedetomidine|Sepsis|1|1||1.0|7.0|2.0|1|0|1|0|0|18.0|99.0|1.0|90.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|313|313.0
942|dexmedetomidine|Supportive Care|1|9|26.4|2.6|3.888888888888889|1.8|1|1|1|1|1|9.5|27.625|1.0|37.2|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|6041|671.2222222222222
943|dextofisopam|Irritable Bowel Syndrome|0|1|27.0|1.0|0.0|4.0|1|0|0|1|0|18.0|65.0|79.0|324.0|0.0|2.0|0.0|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|838|838.0
944|didanosine|HIV|1|1|33.0|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|17.0|66.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1022|1022.0
945|dimethyl fumarate|Multiple Sclerosis|1|2|21.0|1.4615384615384615|7.0|1.1538461538461537|1|1|0|1|0|11.23076923076923|22.846153846153847|12.615384615384615|35.23076923076923|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|1|1|2292|1146.0
946|dimiracetam|HIV|0|1|5.0|1.0|0.0|2.0|1|0|1|0|0|18.0|65.0|1.0|116.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|167|167.0
947|dimiracetam|Pain (neuropathic)|0|1|5.0|1.0|0.0|2.0|1|0|1|0|0|18.0|65.0|1.0|116.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|1|1|167|167.0
948|dinaciclib|Leukemia, Chronic Lymphocytic|0|1||3.0|4.0|1.0|1|0|1|1|0|18.0|99.0|1.0|36.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1144|1144.0
949|dinaciclib|Lymphoma, Non-Hodgkin's|0|1||3.0|4.0|1.0|1|0|1|1|0|18.0|99.0|1.0|36.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1144|1144.0
950|dinaciclib|Melanoma|0|1||2.0|1.0|1.0|1|0|1|1|0|18.0|99.0|1.0|12.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1872|1872.0
951|dinaciclib|Multiple Myeloma|0|1|29.0|1.0|2.0|1.0|1|0|0|1|0|18.0|99.0|6.0|16.0|1.0|1.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|899|899.0
952|dinaciclib|Unspecified Cancer|0|1||3.0|4.0|1.0|1|0|1|1|0|18.0|99.0|1.0|36.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1144|1144.0
953|docetaxel|Breast|1|90|36.94444444444444|1.5396825396825398|6.634146341463414|2.497907949790795|1|1|1|1|1|18.784615384615385|78.625|32.645669291338585|160.22348484848484|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|9484|105.37777777777778
954|docetaxel|Lung, Non-Small Cell|1|7|55.857142857142854|1.4|8.142857142857142|2.888888888888889|1|0|1|1|0|18.0|82.5|8.272727272727273|71.7|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|7469|1067.0
955|docetaxel|Unspecified Cancer|1|3|26.166666666666668|1.0|5.714285714285714|1.7142857142857142|1|0|1|1|0|18.0|70.0|17.428571428571427|86.42857142857143|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|4156|1385.3333333333333
956|docetaxel|Unspecified Solid Tumor|1|22|39.5625|1.1014492753623188|5.942028985507246|2.276923076923077|1|0|1|1|0|18.0|75.75|26.579710144927535|155.2463768115942|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|7385|335.6818181818182
957|dociparstat sodium|Unspecified Cancer|0|1||1.0|10.0|3.0|1|0|0|1|0|60.0|99.0|23.0|75.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1049|1049.0
958|dolastatin-10|Bladder|0|1|17.0|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|11.0|16.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|532|532.0
959|dolastatin-10|Liver|0|1|17.0|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|11.0|16.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|532|532.0
960|dolastatin-10|Ovarian|0|1|15.0|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|4.0|37.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|473|473.0
961|dolastatin-10|Prostate|0|1|14.0|1.0|0.0|1.0|1|1|0|1|0|18.0|99.0|3.0|66.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|442|442.0
962|dolastatin-10|Unspecified Cancer|0|3|26.5|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|5.333333333333333|18.333333333333332|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1324|441.3333333333333
963|dolastatin-10|Unspecified Solid Tumor|0|1|15.0|1.0|0.0|1.0|1|0|0|1|0|18.0|99.0|4.0|37.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|473|473.0
964|donepezil|Alzheimer's Disease|1|14|19.75|1.3666666666666667|11.677777777777777|4.055555555555555|1|0|1|1|0|53.35164835164835|87.58064516129032|70.74157303370787|439.8021978021978|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|1|1|6575|469.64285714285717
965|donepezil|Neurological & Mental Health|1|1|74.0|1.0|1.0|2.0|0|0|1|1|0|70.0|99.0|1.0|16.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1|1|2236|2236.0
966|donepezil|Parkinson's Disease|1|1||2.0|2.0|2.0|1|0|1|1|0|30.0|99.0|1.0|49.0|0.0|1.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|1|1|1112|1112.0
967|doripenem|Other Infection|1|1|13.0|1.0|2.0|4.0|1|0|0|0|0|18.0|99.0||146.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|412|412.0
968|doripenem|Respiratory Infections|1|2|13.857142857142858|1.0|1.5714285714285714|2.7142857142857144|1|0|0|1|0|18.0|99.0|40.0|162.71428571428572|1.0|1.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|1|1|473|236.5
969|doripenem|Urinary Tract Infections|1|1|15.0|2.0|1.0|3.0|1|0|0|1|0|18.0|99.0|50.0|217.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|472|472.0
970|dovitinib|Bladder|0|1||1.0|4.0|1.0|1|0|0|1|0|18.0|99.0|3.0|13.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1452|1452.0
971|dovitinib|Breast|0|3|36.44444444444444|1.0|4.7368421052631575|1.894736842105263|1|0|1|1|0|18.0|99.0|60.05263157894737|88.57894736842105|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|1434|478.0
972|dovitinib|CNS, Glioblastoma|0|1||2.0|4.0|2.0|1|0|1|1|0|18.0|99.0|1.0|33.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|769|769.0
973|dovitinib|Colorectal (Oncology)|0|2|22.5|1.0|2.5|1.0|1|0|1|1|0|18.0|99.0|1.0|9.5|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1080|540.0
974|dovitinib|Gastric|0|1||2.0|3.0|1.0|1|0|1|0|0|18.0|99.0|1.0|19.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1262|1262.0
975|dovitinib|Lung, Non-Small Cell|0|1|35.0|1.0|3.0|1.0|1|0|1|1|0|18.0|99.0|1.0|10.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1080|1080.0
976|dovitinib|Mesothelioma|0|1|27.0|1.0|6.0|1.0|1|0|0|0|0|18.0|99.0|5.0|12.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|837|837.0
977|dovitinib|Metastatic Cancer|0|2|36.5|1.0|5.0|1.9444444444444444|1|0|1|1|0|18.0|99.0|63.333333333333336|92.05555555555556|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1446|723.0
978|dovitinib|Other Genetic Failure/Mutation|0|1|37.0|1.0|1.0|1.0|1|0|1|1|0|18.0|99.0|1.0|6.0|1.0|2.0|0.0|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1141|1141.0
979|dovitinib|Pancreas|0|1|10.0|1.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|9.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|320|320.0
980|dovitinib|Prostate|0|1||1.0|0.0|1.0|1|0|1|1|0|18.0|99.0|1.0|4.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1113|1113.0
981|dovitinib|Unspecified Cancer|0|4|32.34782608695652|1.0|4.434782608695652|1.3478260869565217|1|0|0|0|0|18.0|99.0|11.173913043478262|69.08695652173913|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1538|384.5
982|dovitinib|Unspecified Solid Tumor|0|3|40.5|1.25|4.666666666666667|1.25|1|0|1|1|0|18.25|99.0|1.0|17.0|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1659|553.0
983|doxycycline|Cystic Fibrosis|1|1||1.0|8.0|2.0|1|1|0|1|0|12.0|99.0|2.0|29.0|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|1|1|1902|1902.0
984|doxycycline|Other Infection|1|1|73.0|1.0|0.0|3.0|1|0|1|1|0|20.0|99.0|1.0|146.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2208|2208.0
985|dronedarone|Arrhythmia|1|1||3.0|1.0|5.0|1|0|0|1|0|18.0|99.0|50.0|134.0|0.0|0.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|776|776.0
986|dulaglutide|Type 2 Diabetes|1|3|6.0|1.0|6.928571428571429|6.357142857142857|1|0|0|1|0|18.0|75.0|54.857142857142854|335.92857142857144|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2115|705.0
987|dulanermin|Lymphoma, Non-Hodgkin's|0|1|47.0|8.0|4.0|5.0|1|0|0|0|0|18.0|99.0||72.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1446|1446.0
988|duloxetine|Depression|1|4|27.40740740740741|1.2758620689655173|4.793103448275862|4.689655172413793|1|0|1|1|1|18.0|65.34482758620689|79.75862068965517|844.0689655172414|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|8020|2005.0
989|duloxetine|Diabetic Complications|1|1|14.0|1.0|4.0|5.0|1|0|0|1|0|18.0|75.0|49.0|280.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|443|443.0
