|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
2633|letrozole|Breast|1|NCT02115048|2018-11-30|44.0|52.0|1.0|4.0|2.0|1|0|0|1|0|1|0|18.0|99.0|26.0|0.0|2.0|1.0|6894|2809.0|70.225|1130.0|47.083333333333336|62.0|263.0|69.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|41.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2490|letrozole|Breast|1|NCT02291913|2019-01-31|48.0||1.0|5.0|1.0|1|0|0|1|0|1|0|18.0|99.0|8.0|0.0|0.0|0.0|6956|2857.0|69.6829268292683|1130.0|47.083333333333336|63.0|268.0|70.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|42.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2546|letrozole|Breast|1|NCT02455154|2019-02-28|278.0|45.0|1.0|3.0|3.0|1|0|1|0|0|1|0|18.0|99.0|1.0|0.0|2.0|0.0|6984|3135.0|74.64285714285714|1175.0|47.0|64.0|271.0|73.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|43.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2656|letrozole|Breast|1|NCT00634634|2019-04-20|52.0||1.0|3.0|1.0|1|0|0|1|0|1|0|18.0|99.0|4.0|0.0|2.0|1.0|7035|3187.0|74.11627906976744|1175.0|47.0|65.0|274.0|74.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|44.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2640|letrozole|Breast|1|NCT02491983|2020-01-31|486.0||1.0|5.0|2.0|1|0|0|0|0|1|0|18.0|99.0|48.0|0.0|0.0|0.0|7321|3673.0|83.47727272727273|1175.0|47.0|66.0|279.0|76.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|45.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2510|letrozole|Breast|1|NCT03007979|2020-03-13|55.0||1.0|8.0|1.0|1|0|0|1|0|1|0|18.0|99.0|2.0|1.0|2.0|1.0|7363|3728.0|82.84444444444445|1175.0|47.0|67.0|287.0|77.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|46.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2500|letrozole|Breast|1|NCT02742051|2020-03-14|40.0||1.0|11.0|2.0|1|0|1|0|0|1|0|18.0|70.0|1.0|0.0|2.0|1.0|7364|3768.0|81.91304347826087|1175.0|47.0|68.0|298.0|79.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|47.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2624|letrozole|Breast|1|NCT03272477|2020-07-14|257.0||1.0|10.0|2.0|1|0|1|0|0|1|0|18.0|99.0|1.0|0.0|0.0|0.0|7486|4025.0|85.63829787234043|1175.0|47.0|69.0|308.0|81.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|48.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2539|letrozole|Breast|1|NCT02907918|2020-08-24|26.0||1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|99.0|3.0|1.0|2.0|1.0|7527|4051.0|84.39583333333333|1175.0|47.0|70.0|310.0|82.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|49.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2617|letrozole|Breast|1|NCT03628066|2020-11-30|24.0||1.0|9.0|1.0|1|0|0|1|0|1|0|18.0|99.0|15.0|0.0|2.0|1.0|7625|4075.0|83.16326530612245|1175.0|47.0|71.0|319.0|83.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|50.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2547|letrozole|Breast|1|NCT04191382|2021-04-30|105.0||1.0|4.0|3.0|1|0|0|1|0|1|0|18.0|99.0|32.0|0.0|2.0|1.0|7776|4180.0|83.6|1175.0|47.0|72.0|323.0|86.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|51.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2659|letrozole|Breast|1|NCT02648477|2022-04-01|30.0||1.0|3.0|2.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|8112|4210.0|82.54901960784314|1175.0|47.0|73.0|326.0|88.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|52.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2566|letrozole|Breast|1|NCT02806050|2022-09-28|30.0||1.0|2.0|1.0|1|0|1|0|0|1|1|18.0|99.0|1.0|0.0|2.0|0.0|8292|4240.0|81.53846153846153|1175.0|47.0|74.0|328.0|89.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|53.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2658|letrozole|Breast|1|NCT03691493|2022-10-13|38.0||1.0|10.0|1.0|1|0|0|1|0|1|1|18.0|99.0|10.0|0.0|0.0|0.0|8307|4278.0|80.71698113207547|1175.0|47.0|75.0|338.0|90.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|54.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2620|letrozole|Breast|1|NCT03306472|2022-10-31|198.0||1.0|6.0|3.0|1|0|1|0|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|8325|4476.0|82.88888888888889|1175.0|47.0|76.0|344.0|93.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|55.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2498|letrozole|Breast|1|NCT04129216|2022-11-10|30.0||1.0|3.0|3.0|1|0|1|1|0|1|1|18.0|90.0|1.0|0.0|0.0|0.0|8335|4506.0|81.92727272727272|1175.0|47.0|77.0|347.0|96.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|56.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2501|letrozole|Breast|1|NCT02520063|2022-12-01|15.0||1.0|6.0|4.0|1|0|1|1|0|1|0|19.0|99.0|1.0|0.0|2.0|2.0|8356|4521.0|80.73214285714286|1175.0|47.0|78.0|353.0|100.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|57.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2660|letrozole|Breast|1|NCT04294225|2022-12-12|161.0||2.0|1.0|1.0|1|0|0|1|0|1|0|18.0|99.0|3.0|0.0|0.0|0.0|8367|4682.0|82.14035087719299|1175.0|47.0|80.0|354.0|101.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|58.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2482|letrozole|Breast|1|NCT03644186|2023-01-03|144.0||1.0|4.0|2.0|1|0|0|0|0|1|0|18.0|99.0|54.0|0.0|0.0|0.0|8389|4826.0|83.20689655172414|1175.0|47.0|81.0|358.0|103.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|59.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2491|letrozole|Breast|1|NCT02894398|2023-02-15|388.0||1.0|11.0|1.0|1|0|0|0|0|1|0|18.0|99.0|70.0|0.0|0.0|0.0|8432|5214.0|88.37288135593221|1175.0|47.0|82.0|369.0|104.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|60.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2661|letrozole|Breast|1|NCT05447910|2023-09-27|21.0||1.0|2.0|1.0|1|0|1|1|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|8656|5235.0|87.25|1175.0|47.0|83.0|371.0|105.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|61.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2653|letrozole|Breast|1|NCT02188745|2024-01-05|19.0||1.0|4.0|1.0|1|0|0|1|0|1|0|18.0|99.0|3.0|0.0|2.0|1.0|8756|5254.0|86.1311475409836|1175.0|47.0|84.0|375.0|106.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|18.0|120.0|172.0|1.0|2.0|2.0|62.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
19958|letrozole|Menopausal Symptoms|1|NCT02657928|2018-05-21|40.0||1.0|5.0|1.0|1|0|0|1|0|1|0|18.0|99.0|3.0|0.0|2.0|2.0|5344|40.0|40.0|||1.0|5.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|99.0|3.0|0.0|2.0|2.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
19957|letrozole|Menopausal Symptoms|1|NCT00338728|2018-11-27|59.0||2.0|0.0|1.0|1|1|1|1|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|5534|99.0|49.5|||3.0|5.0|2.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|3.0|0.0|2.0|2.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
5959|letrozole|Metastatic Cancer|1|NCT00134680|2005-01-31|33.0|60.0|3.0|4.0|1.0|1|0|0|1|0|1|0|18.0|99.0|4.0|0.0|2.0|1.0|1843|33.0|33.0|60.0|60.0|3.0|4.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|99.0|4.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5947|letrozole|Metastatic Cancer|1|NCT00728949|2012-03-31|93.0|43.0|2.0|5.0|2.0|1|0|0|1|0|1|0|18.0|99.0|9.0|0.0|0.0|0.0|4459|126.0|63.0|103.0|51.5|5.0|9.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|99.0|9.0|0.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5958|letrozole|Metastatic Cancer|1|NCT01231659|2012-11-20|72.0||1.0|4.0|1.0|1|0|0|0|0|1|0|18.0|99.0|7.0|0.0|2.0|1.0|4693|198.0|66.0|103.0|51.5|6.0|13.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|99.0|9.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5963|letrozole|Metastatic Cancer|1|NCT00696072|2014-06-30|120.0|70.0|1.0|6.0|2.0|1|0|0|1|0|1|0|18.0|99.0|27.0|1.0|2.0|1.0|5280|318.0|79.5|173.0|57.666666666666664|7.0|19.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|99.0|27.0|1.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5945|letrozole|Metastatic Cancer|1|NCT01989780|2018-06-30|160.0||1.0|6.0|2.0|1|0|1|0|0|1|0|20.0|75.0|1.0|0.0|0.0|0.0|6741|478.0|95.6|173.0|57.666666666666664|8.0|25.0|8.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|27.0|1.0|2.0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5962|letrozole|Metastatic Cancer|1|NCT02344550|2018-10-31|137.0||1.0|1.0|2.0|1|0|1|0|0|1|0|20.0|99.0|1.0|1.0|2.0|1.0|6864|615.0|102.5|173.0|57.666666666666664|9.0|26.0|10.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|27.0|1.0|2.0|1.0|6.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5964|letrozole|Metastatic Cancer|1|NCT00634634|2019-04-20|52.0||1.0|3.0|1.0|1|0|0|1|0|1|0|18.0|99.0|4.0|0.0|2.0|1.0|7035|667.0|95.28571428571429|173.0|57.666666666666664|10.0|29.0|11.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|27.0|1.0|2.0|1.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5948|letrozole|Metastatic Cancer|1|NCT02491983|2020-01-31|486.0||1.0|5.0|2.0|1|0|0|0|0|1|0|18.0|99.0|48.0|0.0|0.0|0.0|7321|1153.0|144.125|173.0|57.666666666666664|11.0|34.0|13.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|48.0|1.0|2.0|1.0|8.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5961|letrozole|Metastatic Cancer|1|NCT02188745|2024-01-05|19.0||1.0|4.0|1.0|1|0|0|1|0|1|0|18.0|99.0|3.0|0.0|2.0|1.0|8756|1172.0|130.22222222222223|173.0|57.666666666666664|12.0|38.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|48.0|1.0|2.0|1.0|9.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
14677|letrozole|Obesity|1|NCT01686828|2015-05-31|53.0||1.0|2.0|4.0|1|0|1|1|1|0|1|25.0|55.0|1.0|1.0|2.0|0.0|715|53.0|53.0|||1.0|2.0|4.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|25.0|55.0|1.0|1.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
5798|letrozole|Unspecified Solid Tumor|1|NCT00062751|2005-04-30|108.0|28.0|1.0|11.0|3.0|1|0|0|0|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|867|108.0|108.0|28.0|28.0|1.0|11.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|18.0|99.0|1.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5799|letrozole|Unspecified Solid Tumor|1|NCT00263198|2006-10-31|4.0|7.0|1.0|9.0|1.0|1|0|1|1|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|1416|112.0|56.0|35.0|17.5|2.0|20.0|4.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|1.0|0.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5800|letrozole|Unspecified Solid Tumor|1|NCT00708214|2010-02-28|28.0|37.0|1.0|16.0|2.0|1|0|0|0|0|1|0|18.0|99.0|5.0|0.0|2.0|0.0|2632|140.0|46.666666666666664|72.0|24.0|3.0|36.0|6.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|5.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5797|letrozole|Unspecified Solid Tumor|1|NCT01499160|2014-11-30|7.0||1.0|1.0|1.0|1|0|1|1|0|1|0|18.0|99.0|1.0|0.0|2.0|1.0|4368|147.0|36.75|72.0|24.0|4.0|37.0|7.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|99.0|5.0|0.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5802|letrozole|Unspecified Solid Tumor|1|NCT01684215|2016-03-04|61.0||4.0|37.0|3.0|1|0|0|0|0|1|1|20.0|99.0|16.0|0.0|2.0|1.0|4828|208.0|41.6|72.0|24.0|8.0|74.0|10.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|16.0|0.0|2.0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5804|letrozole|Unspecified Solid Tumor|1|NCT02115048|2018-11-30|44.0|52.0|1.0|4.0|2.0|1|0|0|1|0|1|0|18.0|99.0|26.0|0.0|2.0|1.0|5829|252.0|42.0|124.0|31.0|9.0|78.0|12.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|26.0|0.0|2.0|1.0|6.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5795|letrozole|Unspecified Solid Tumor|1|NCT03272477|2020-07-14|257.0||1.0|10.0|2.0|1|0|1|0|0|1|0|18.0|99.0|1.0|0.0|0.0|0.0|6421|509.0|72.71428571428571|124.0|31.0|10.0|88.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|26.0|0.0|2.0|1.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
17195|levofloxacin|Other Surgery Related|1|NCT03740659|2018-12-06|125.0||3.0|0.0|3.0|1|0|0|0|0|1|1|40.0|99.0|2.0|0.0|0.0|0.0|93|125.0|125.0|||3.0|0.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|40.0|99.0|2.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
24699|levophencynonatehydrochloride|Migraine|0|NCT02241629|2014-12-31|180.0|4.0|1.0|0.0|3.0|1|0|1|0|1|1|1|18.0|55.0|1.0|0.0|0.0|0.0|138|180.0|180.0|4.0|4.0|1.0|0.0|3.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|18.0|55.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
21034|levosimendan|Congestive Heart Failure|1|NCT01576094|2010-11-30|20.0|12.0|1.0|11.0|2.0|0|1|1|0|0|1|1|18.0|40.0|1.0|0.0|0.0|0.0|684|20.0|20.0|12.0|12.0|1.0|11.0|2.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|18.0|40.0|1.0|0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21045|levosimendan|Congestive Heart Failure|1|NCT01120106|2010-12-31|63.0|23.0|1.0|1.0|2.0|0|1|1|0|0|1|1|1.0|30.0|1.0|0.0|0.0|0.0|715|83.0|41.5|35.0|17.5|2.0|12.0|4.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|40.0|1.0|0.0|0.0|0.0|2.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
18380|levosimendan|Other Heart Disease/Failure|1|NCT00585104|2008-12-31|10.0|27.0|1.0|0.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|0.0|838|10.0|10.0|27.0|27.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
18379|levosimendan|Other Heart Disease/Failure|1|NCT03557255|2018-02-01|60.0||1.0|4.0|2.0|1|0|1|0|0|1|1|18.0|75.0|1.0|0.0|2.0|0.0|4157|70.0|35.0|27.0|27.0|2.0|4.0|3.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
24778|lff571|Clostridium difficile|0|NCT01232595|2013-07-31|109.0|33.0|6.0|9.0|6.0|1|0|0|1|0|1|1|18.0|90.0|18.0|0.0|2.0|1.0|1020|109.0|109.0|33.0|33.0|6.0|9.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|90.0|18.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
24526|lhw090|Diabetic Complications|0|NCT02678000|2018-10-11|84.0||3.0|3.0|2.0|1|0|0|1|0|1|1|40.0|85.0|12.0|0.0|2.0|0.0|580|84.0|84.0|||3.0|3.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|40.0|85.0|12.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
24520|lhw090|Hypertension|0|NCT02515331|2017-08-17|64.0||2.0|5.0|3.0|1|0|0|1|0|1|1|40.0|85.0|16.0|1.0|2.0|1.0|652|64.0|64.0|||2.0|5.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|40.0|85.0|16.0|1.0|2.0|1.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3137|lidocaine|Breast|1|NCT01204242|2018-11-08|78.0||1.0|2.0|2.0|1|0|1|1|0|1|0|18.0|80.0|1.0|1.0|2.0|2.0|3386|78.0|78.0|||1.0|2.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|80.0|1.0|1.0|2.0|2.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7964|lidocaine|Pain (nociceptive)|1|NCT03117166|2010-05-31|19.0||1.0|2.0|2.0|1|0|1|1|0|1|1|18.0|80.0|1.0|1.0|0.0|0.0|898|19.0|19.0|||1.0|2.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|80.0|1.0|1.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
7970|lidocaine|Pain (nociceptive)|1|NCT00597766|2012-02-29|28.0|50.0|1.0|3.0|3.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|0.0|1537|47.0|23.5|50.0|50.0|2.0|5.0|5.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|1.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
7968|lidocaine|Pain (nociceptive)|1|NCT03030560|2016-08-31|40.0||1.0|2.0|2.0|1|0|1|0|0|1|1|19.0|80.0|1.0|0.0|1.0|1.0|3182|87.0|29.0|50.0|50.0|3.0|7.0|7.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|1.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
7966|lidocaine|Pain (nociceptive)|1|NCT03054844|2017-10-10|55.0||1.0|5.0|2.0|0|1|1|1|0|1|1|6.0|7.0|1.0|0.0|1.0|0.0|3587|142.0|35.5|50.0|50.0|4.0|12.0|9.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|6.0|99.0|1.0|1.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
7972|lidocaine|Pain (nociceptive)|1|NCT04026945|2021-03-24|12.0||1.0|3.0|1.0|1|0|1|0|0|0|1|19.0|99.0|1.0|0.0|2.0|1.0|4848|154.0|30.8|50.0|50.0|5.0|15.0|10.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|6.0|99.0|1.0|1.0|2.0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
18100|lidocaine|Supportive Care|1|NCT04817982|2021-05-15|16.0||1.0|4.0|4.0|1|0|1|0|1|1|1|18.0|65.0|1.0|0.0|0.0|0.0|38|16.0|16.0|||1.0|4.0|4.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|18.0|65.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
18149|lidocaine|Unspecified Cancer|1|NCT00540982|2010-05-20|47.0|162.0|2.0|0.0|4.0|1|0|0|1|0|1|1|18.0|120.0|2.0|1.0|2.0|1.0|4904|47.0|47.0|162.0|162.0|2.0|0.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|120.0|2.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
